title,id,stage,creation,creator,activity,actor,nosy,type,components,versions,dependencies,assignee,keywords,priority,status,resolution,nosy_count,message_count
trace module cli does not write cover files,31908,4,2017-10-31.02:55:06,25883,2018-08-11.06:28:37,14674,"['114', '1427', '14674', '15623', '22794', '25883', '26650', '27838']",5,['9'],"['20', '21']",[],None,['2'],4,1,None,8.0,13.0
[feature] runpy.run_module should mimic script launch behavior for sys.path,31874,None,2017-10-26.14:01:14,1290,2018-08-11.17:39:18,1290,['1290'],6,['9'],['21'],[],None,[],4,1,None,1.0,3.0
sum() several times slower on Python 3 64-bit,24076,3,2015-04-29.18:36:58,12704,2018-08-12.12:44:11,2040,"['114', '1118', '2153', '9511', '12704', '15623']",7,['8'],['21'],[],None,['2'],4,1,None,6.0,15.0
collect_gdb fails for test.pythoninfo in several AMD64 FreeBSD buildbots,34388,None,2018-08-12.15:58:55,26865,2018-08-12.16:32:43,26865,['26865'],1,"['1', '12']","['14', '20', '21', '22']",[],None,[],4,1,None,1.0,2.0
CPython may fail to build in the presence of a ~/.pydistutils.cfg,34389,None,2018-08-12.19:32:17,16370,2018-08-12.19:32:17,16370,['16370'],None,['1'],['21'],[],None,[],4,1,None,1.0,1.0
distutils compiler not handling spaces in path to output/src files,4508,2,2008-12-03.21:58:56,9658,2018-08-13.02:28:40,29214,"['8', '4401', '4555', '7641', '9658', '11821', '12434', '15940', '17248', '18823', '29214']",5,['3'],"['14', '18', '19', '20']",[],7641,['2'],4,1,None,11.0,20.0
On Windows sys.stdin.readline() doesn't handle Ctrl-C properly,18597,3,2013-07-30.09:13:12,16557,2018-08-13.06:21:18,10167,"['2377', '3951', '10167', '16413', '16557', '21927', '23008']",5,['15'],"['14', '19']",[],3951,['2'],4,1,None,7.0,14.0
[Cygwin] multiprocessing module with pool object issue,30563,None,2017-06-04.06:54:26,26293,2018-08-13.09:25:55,2040,"['2040', '26293', '29217']",5,['9'],['14'],[],None,[],4,1,None,3.0,5.0
"Race conditions in shutil.copy, shutil.copy2 and shutil.copyfile",15100,3,2012-06-18.11:57:48,16168,2018-08-13.12:48:25,15267,"['8', '2040', '3080', '9138', '11184', '12146', '14695', '15267', '16168', '17922']",4,"['9', '23']","['14', '19', '20', '21']",[],None,[],3,1,None,10.0,6.0
Deprecate shlex.split(None) to read from stdin.,33262,4,2018-04-11.10:28:49,3108,2018-08-13.19:23:19,29223,"['2799', '3108', '26650', '29223']",5,['9'],['22'],[],None,['2'],4,1,None,4.0,3.0
Descriptors HowTo doesn't mention __set_name__,34394,None,2018-08-13.12:36:26,29220,2018-08-13.22:12:06,114,"['114', '12260', '29220']",None,['4'],"['18', '19', '20', '21', '22']",[],114,[],4,1,None,3.0,2.0
"Rename ""generator expressions"" to ""generator comprehensions""",34117,None,2018-07-15.00:27:13,37,2018-08-14.00:53:51,114,"['37', '114', '12260', '15623', '28407']",None,['4'],[],[],12260,[],5,1,None,5.0,5.0
Race condition in shutil.copyfile(): source file replaced file during copy,30400,4,2017-05-18.20:22:00,26159,2018-08-14.05:17:08,26159,"['2377', '3080', '15467', '26159']",4,['9'],['22'],[],None,[],4,1,None,4.0,12.0
Typo in documentation,34406,None,2018-08-14.15:04:48,28372,2018-08-15.13:31:13,16632,"['12260', '16632', '24221', '26865', '28372']",None,['4'],['22'],[],12260,[],4,1,None,5.0,5.0
json.dumps has different behaviour if encoding='utf-8' or encoding='utf8',33255,4,2018-04-10.09:21:14,28259,2018-08-15.13:57:33,5290,"['886', '2377', '4455', '5290', '7047', '15623', '20235', '28259']",5,['14'],['14'],[],None,['2'],4,1,None,8.0,5.0
"ProactorEventLoop should use implement GetAddrInfo, GetNameInfo",34411,None,2018-08-15.15:56:16,27554,2018-08-15.18:08:23,16198,"['10303', '16198', '27554']",6,['30'],['22'],[],None,[],4,1,None,3.0,6.0
ctypes library loading and AIX - also for 2.7.X (and later),27435,4,2016-07-01.14:34:59,21463,2018-08-16.09:20:09,20518,"['10713', '14751', '17767', '20518']",5,['22'],['14'],[],None,['2'],4,1,None,4.0,22.0
shutil copy* unsafe on POSIX - they preserve setuid/setgit bits,17180,4,2013-02-11.09:10:56,11233,2018-08-16.19:33:06,20518,"['93', '155', '925', '2040', '2731', '3080', '3108', '4455', '4555', '9138', '11233', '12146', '14695', '15267', '15623', '20518']",4,['9'],"['14', '18', '19']",[],None,['2'],2,1,None,16.0,22.0
json C vs pure-python implementation difference,14886,3,2012-05-23.09:25:29,13573,2018-08-17.12:02:57,2153,"['2040', '2153', '4072', '7047', '10148', '13573', '14296', '17286']",5,['9'],"['21', '22']",[],None,[],4,1,None,8.0,10.0
[Windows] fflush called on pointer to potentially closed file,19050,None,2013-09-19.12:58:29,4642,2018-08-17.12:10:44,2557,"['6', '20', '2040', '2377', '2557', '3951', '4642', '15467', '16413', '16632']",1,"['8', '15']","['14', '18', '19']",[],None,['2'],2,1,None,10.0,18.0
Add error checks to PyInit_pyexpat(),24012,4,2015-04-19.19:33:15,3108,2018-08-17.20:35:40,14674,"['2153', '3108', '9740', '14674']",5,['5'],"['18', '19']",[],None,['2'],4,1,None,4.0,2.0
Add error checks to PyInit__locale(),24010,4,2015-04-19.19:26:39,3108,2018-08-17.20:46:59,14674,"['4', '8', '3108', '14674']",5,['5'],"['18', '19']",[],None,['2'],4,1,None,4.0,2.0
test_ftplib is failing with TLS 1.3,34391,4,2018-08-13.09:50:35,3108,2018-08-17.22:01:37,155,"['155', '3108']",5,['33'],"['14', '20', '21', '22']",[],3108,['2'],4,1,None,2.0,7.0
distutils support for swig is under par,1016626,None,2004-08-26.09:11:49,11,2018-08-18.08:13:19,29256,"['11', '66', '4555', '9289', '13254']",5,['3'],"['13', '14', '16', '18', '19', '20', '21']",[],4555,[],4,1,None,5.0,7.0
strftime fails on HP-UX,34402,None,2018-08-14.12:36:57,28877,2018-08-18.18:55:23,28877,"['155', '28877']",5,['9'],['21'],[],None,[],4,1,None,2.0,4.0
[Py3k] SyntaxError cursor shifted if multibyte character is in line.,2382,3,2008-03-18.05:22:30,2529,2018-08-18.21:23:35,155,"['155', '1076', '1427', '2377', '2529', '4691', '7047', '9138', '13902', '14287', '15623']",5,['8'],"['17', '18']",[],None,['2'],4,1,None,11.0,29.0
Add sys.isinterned(),34392,4,2018-08-13.10:24:33,15623,2018-08-19.06:55:15,15623,"['19', '37', '114', '925', '3108', '15623']",6,['8'],['22'],[],None,['2'],4,1,None,6.0,5.0
__name__ not available for classes in typing module,34422,None,2018-08-17.17:21:06,29252,2018-08-19.20:49:45,21414,"['5', '21414', '26865', '29252']",5,['9'],"['21', '22']",[],None,[],4,1,None,4.0,4.0
HP-UX: _ctypes/libffi/src/ia64/ffi/__attribute__/native cc,1648957,None,2007-01-31.15:07:02,2979,2018-08-20.08:12:37,28877,"['66', '2979', '3004', '28877']",2,['22'],"['13', '14', '16']",[],66,[],5,1,None,4.0,5.0
HPUX: Unable to fork() in thread,16533,None,2012-11-22.22:18:32,11089,2018-08-20.08:15:27,28877,"['5530', '28877']",5,['12'],['14'],[],None,[],4,1,None,2.0,4.0
"Module's __file__ should be absolute always (""."" in sys.path)",34444,None,2018-08-20.16:57:16,2770,2018-08-20.16:57:16,2770,['2770'],None,['8'],['21'],[],None,[],4,1,None,1.0,1.0
datetime.time.isoformat function has inconsistent behavior with timezone,34407,None,2018-08-14.18:18:04,29228,2018-08-20.19:35:53,24890,"['1427', '24890', '29228']",5,['22'],"['14', '20']",[],None,[],4,1,None,3.0,2.0
Add datetime.time.strptime and datetime.date.strptime,1100942,4,2005-01-12.14:53:01,3581,2018-08-20.19:46:06,24890,"['324', '735', '1076', '1427', '1439', '1682', '2377', '3250', '3581', '10148', '10727', '11888', '13696', '14674', '15774', '16248', '17190', '17286', '17937', '18628', '19118', '24890']",6,['5'],['22'],[],None,"['2', '8']",None,1,None,22.0,48.0
unittest.TestCase.assertWarns raises RuntimeEror if sys.modules changes size,29620,4,2017-02-22.16:22:51,20066,2018-08-21.05:40:04,15623,"['15623', '16169', '20066']",5,['9'],"['14', '20', '21', '22']",[],None,['2'],4,1,None,3.0,2.0
ttk.TreeView (and maybe other functions) is overzealous in converting item values to ints,34447,None,2018-08-21.04:49:03,18516,2018-08-21.05:53:15,15623,"['15623', '18516']",None,['13'],"['20', '21', '22']",[],None,[],4,1,None,2.0,1.0
Make test_gdb work on HP-UX,34401,4,2018-08-14.11:54:16,28877,2018-08-21.09:03:49,28877,"['155', '28877']",5,['12'],"['20', '21', '22']",[],None,['2'],4,1,None,2.0,3.0
test_time incorrectly defined,34404,None,2018-08-14.13:36:49,28877,2018-08-21.09:04:00,28877,"['24890', '28877']",5,['12'],"['20', '21', '22']",[],None,[],4,1,None,2.0,2.0
HP aCC complains about invalid -fPIC on HP-UX,34449,4,2018-08-21.09:06:55,28877,2018-08-21.09:13:41,28877,['28877'],5,['1'],"['20', '21', '22']",[],None,['2'],4,1,None,1.0,1.0
docs: tutorial/introduction doesn't mention toggle of prompts,34451,None,2018-08-21.18:50:18,29058,2018-08-21.18:50:18,29058,"['12260', '29058']",None,['4'],"['18', '19', '20', '21', '22']",[],12260,[],4,1,None,2.0,1.0
improve  shutil.make_archive,34450,None,2018-08-21.10:58:56,21111,2018-08-22.07:34:56,21111,"['21111', '24040']",5,['9'],['22'],[],None,[],4,1,None,2.0,3.0
email.charset: common IANA labels missing,34460,None,2018-08-22.09:17:06,15264,2018-08-22.09:17:06,15264,"['19', '9663', '15264']",None,['29'],['20'],[],None,[],4,1,None,3.0,1.0
email.contentmanager should use IANA encoding,34459,None,2018-08-22.09:00:20,15264,2018-08-22.09:18:02,15264,"['19', '9663', '15264']",None,['29'],['21'],[],None,[],4,1,None,3.0,2.0
test_socket.SendfileUsingSendfileTest.testWithTimeoutTriggeredSend fails due to sendfile completing before timeout,31436,None,2017-09-12.22:32:43,26934,2018-08-22.13:26:18,12704,"['3080', '12704', '26934']",None,['12'],"['20', '21', '22']",[],None,[],4,1,None,3.0,2.0
Discrepancy between traceback.print_exception and sys.__excepthook__,34463,None,2018-08-22.19:01:06,29291,2018-08-22.19:01:06,29291,['29291'],5,['2'],[],[],None,[],4,1,None,1.0,1.0
socket.settimeout working incorrectly for connect() method of AF_UNIX socket,34466,None,2018-08-22.21:04:11,13581,2018-08-23.10:13:55,13581,"['4455', '13581']",None,[],['20'],[],None,[],4,1,None,2.0,3.0
Possibly misleading/wrong documentation about PyModuleDef.m_free,34478,None,2018-08-23.15:07:34,25294,2018-08-23.15:07:34,25294,"['12260', '25294']",6,['4'],"['21', '22']",[],12260,[],4,1,None,2.0,1.0
signal.Signals not documented,28206,4,2016-09-19.15:00:04,23537,2018-08-23.23:52:02,14674,"['12260', '14674', '23537', '24617']",6,['4'],"['20', '21', '22']",[],12260,[],4,1,None,4.0,1.0
"signalmodule.c does ""is"" comparisons for SIG_IGN and SIG_DFL",28069,None,2016-09-10.19:49:19,1118,2018-08-23.23:54:00,14674,"['1118', '14674', '15623']",5,['9'],"['14', '19', '20']",[],None,[],4,1,None,3.0,3.0
subprocess.Popen on a Windows batch file always acts as if shell=True,33515,4,2018-05-15.11:01:31,28540,2018-08-24.19:43:11,29306,"['301', '3951', '12260', '15467', '16413', '16632', '28540']",4,"['4', '9', '15']","['14', '20', '21', '22']",[],12260,"['2', '15']",4,1,None,7.0,2.0
HTMLParser: undocumented not implemented method,31844,2,2017-10-23.08:27:23,618,2018-08-25.00:57:50,7047,"['618', '7047', '14674', '27292']",5,['9'],['22'],[],7047,['2'],4,1,None,4.0,7.0
On Windows tempfile.TemporaryFile behaves like NamedTemporaryFile,34429,None,2018-08-18.11:00:17,29261,2018-08-25.02:21:30,155,"['155', '12260', '29261']",None,['4'],"['14', '20', '21', '22']",[],12260,[],4,1,None,3.0,2.0
ipaddress module accepts some strange IPv6 addresses that it shouldn't,34453,None,2018-08-21.20:22:58,298,2018-08-25.16:33:09,26346,"['298', '1309', '9293', '26346', '29274']",5,['12'],"['19', '20']",[],None,[],4,1,None,5.0,9.0
Importing the same extension module under multiple names breaks non-reinitialisable extension modules,32973,None,2018-02-28.18:51:00,14,2018-08-25.16:36:18,2153,"['14', '37', '252', '1076', '1309', '2040', '2153', '2377', '9138', '9663', '9942', '10303', '14000', '16627', '26155']",5,['5'],"['20', '21', '22']",[],None,[],4,1,None,15.0,9.0
Turn SIG_DFL and SIG_IGN into functions,23325,4,2015-01-26.20:38:30,15623,2018-08-25.19:36:50,21530,"['19', '2377', '3080', '9740', '15623', '21530']",6,['9'],['22'],[],None,['2'],4,1,None,6.0,7.0
Add path expansion interpolation in pyvenv.cfg home key,34507,None,2018-08-26.11:00:21,27547,2018-08-26.11:00:21,27547,['27547'],6,['8'],['20'],[],None,[],4,1,None,1.0,1.0
distutils: build_ext -D wrongly assume defining a symbol with no value,34219,4,2018-07-25.08:58:00,16371,2018-08-27.08:38:24,16371,['16371'],5,['9'],['22'],[],None,['2'],4,1,None,1.0,1.0
"improper scope in list comprehension, when used in class declaration",3692,None,2008-08-26.23:20:13,8728,2018-08-27.10:46:41,1118,"['5', '93', '1118', '3250', '8728', '15623', '18087', '18247', '21414', '24617']",5,['8'],['22'],[],None,[],4,1,None,10.0,13.0
Keyword can't be an expression?,30858,None,2017-07-05.17:21:20,19452,2018-08-27.11:03:32,19452,"['114', '1309', '9663', '15623', '19452']",None,[],[],[],None,[],4,1,None,5.0,9.0
assertEqual doesn't use maxDiff when comparing dictionaries,34514,None,2018-08-27.02:21:09,29325,2018-08-27.17:36:54,29274,"['28746', '29274', '29325']",5,['12'],['20'],[],None,[],4,1,None,3.0,5.0
Path.relative_to() taking multiple arguments could be better documented,34526,None,2018-08-28.08:42:29,16370,2018-08-28.08:42:29,16370,"['12260', '16370']",None,['4'],['21'],[],12260,[],4,1,None,2.0,1.0
Improve documentation about __main__.py,24632,3,2015-07-14.06:54:01,7047,2018-08-28.15:05:27,29341,"['1309', '3911', '7047', '9663', '12260', '13388', '14846', '24617', '29341']",6,['4'],"['14', '19', '20']",[],12260,[],4,1,None,9.0,14.0
return of non-parenthesized star-unpacking expression a SyntaxError,34508,4,2018-08-26.14:25:50,1118,2018-08-28.17:59:34,5,"['5', '1118', '4455', '15623']",6,['8'],['22'],[],None,['2'],4,1,None,4.0,8.0
subprocess: execution of batch-files (.cmd/.bat) is vulnerable in python for windows / insufficient escape,34489,None,2018-08-24.19:44:10,29306,2018-08-30.11:59:33,29306,"['301', '3951', '15467', '16632', '29306']",4,"['9', '15']","['14', '18', '19', '20', '21', '22']",[],None,[],4,1,None,5.0,4.0
PEP 467 -- Minor API improvements for binary sequences,27923,4,2016-09-01.00:56:19,13416,2018-08-30.17:17:17,12590,"['1309', '5248', '10371', '12590', '13416', '14751', '15623', '24755', '27877']",6,['8'],['22'],[],12590,['2'],4,1,None,9.0,32.0
UnicodeDecodeError when invoke method configure() of Menu instance,34550,None,2018-08-30.15:55:48,29351,2018-08-30.17:17:20,15623,"['15623', '29351']",3,['13'],['21'],[],None,[],4,1,None,2.0,1.0
Add additional aliases for HP Roman 8,34519,4,2018-08-27.13:39:51,28877,2018-08-30.18:57:02,28877,"['4', '15623', '28877']",6,['9'],"['20', '21', '22']",[],None,['2'],4,1,None,3.0,4.0
Argparse library: parse --set type,34496,None,2018-08-25.06:51:30,29313,2018-08-31.17:18:26,7641,"['7641', '29313']",6,['9'],[],[],None,[],4,1,None,2.0,2.0
"When sending binary file to a Microsoft FTP server over FTP TLS, the SSL unwind method hangs",34557,None,2018-08-31.18:00:53,29361,2018-08-31.18:00:53,29361,['29361'],1,['9'],"['14', '18', '19', '20', '21', '22']",[],None,[],4,1,None,1.0,1.0
"queue.Queue(timeout=0.001) avg delay Windows:14.5ms, Ubuntu: 0.063ms",34535,None,2018-08-28.19:20:21,29342,2018-09-03.04:25:45,155,"['114', '155', '301', '2377', '3951', '15467', '16413', '16632', '19135', '28746', '29342']",7,['15'],"['20', '21']",[],None,[],4,1,None,11.0,11.0
urllib2 fails for proxy credentials that contains a '/' character,34505,None,2018-08-26.01:24:24,29315,2018-09-03.08:59:47,28746,"['28746', '29315']",5,['1'],[],[],None,[],4,1,None,2.0,2.0
Nonsensical exception message when calling `__new__` on non-instaniable objects,34284,4,2018-07-30.20:05:01,19901,2018-09-03.12:44:39,29042,"['1309', '15623', '19901', '29042']",5,"['8', '9']",['22'],[],None,['2'],5,1,None,4.0,18.0
Provide a robust O(1) mechanism to check for infinite iterators,33939,3,2018-06-22.12:48:14,1309,2018-09-04.01:06:44,23813,"['114', '1309', '2040', '13967', '15623', '16197', '23813', '25886']",6,[],['22'],[],None,[],4,1,None,8.0,19.0
Segmentation fault in _PyType_Lookup,34570,None,2018-09-03.14:01:47,29374,2018-09-05.08:27:48,2377,"['2153', '2377', '29374']",1,['22'],['14'],[],None,[],4,1,None,3.0,7.0
xmlrpc library returns string which contain null ( \x00 ),7727,4,2010-01-17.19:59:27,11718,2018-09-05.11:39:06,28932,"['8', '13', '2040', '2377', '11718', '15623', '26552', '28932']",5,['16'],"['14', '17', '18', '19', '20', '21']",[],None,['2'],4,1,None,8.0,12.0
Different behavior of C and Python impls of datetime.strftime with non-UTF-8-encodable strings,34481,4,2018-08-23.17:40:57,25071,2018-09-05.15:38:31,114,"['37', '1427', '2040', '2377', '2557', '15623', '24890', '25071']",5,['5'],"['20', '21', '22']",[],None,['2'],4,1,None,8.0,8.0
smtplib mixes RFC821 and RFC822 addresses,34591,None,2018-09-05.20:41:44,23336,2018-09-05.20:41:44,23336,['23336'],4,['9'],[],[],None,[],4,1,None,1.0,1.0
cdll.LoadLibrary allows None as an argument,34592,None,2018-09-05.21:35:41,14175,2018-09-05.21:35:41,14175,['14175'],None,[],"['14', '18', '19', '20', '21']",[],None,[],4,1,None,1.0,1.0
"Types in `typing` not anymore instances of `type` or subclasses of ""real"" types",34568,None,2018-09-03.13:47:34,12264,2018-09-06.11:46:14,12264,"['5', '12264', '21414']",None,['9'],"['21', '22']",[],None,[],4,1,None,3.0,8.0
Allow ssl certificates to be specified from memory rather than files.,16487,3,2012-11-16.15:10:15,2217,2018-09-06.12:00:26,10946,"['415', '1741', '2040', '2217', '3080', '3108', '9811', '10303', '10946', '11803', '17248', '20095']",6,['33'],['21'],[],3108,['2'],4,1,None,12.0,64.0
decimal C module's exceptions don't match the Python version,26208,3,2016-01-26.17:46:59,9942,2018-09-06.14:43:47,11089,"['114', '1118', '9942', '11089', '12264']",6,['9'],['20'],[],11089,[],4,1,None,5.0,6.0
test_multiprocessing_spawn fails on x86 Windows7 3.7 buildbot,34513,None,2018-08-27.00:40:23,26865,2018-09-07.15:00:13,26865,"['301', '3951', '15467', '16632', '26865']",5,"['12', '15']",['21'],[],None,[],4,1,None,5.0,3.0
test_multiprocessing_forkserver is altering the environment on AMD64 FreeBSD 10.x Shared 3.7,34607,None,2018-09-07.15:02:00,26865,2018-09-07.15:02:00,26865,['26865'],5,['12'],['21'],[],None,[],4,1,None,1.0,1.0
"Accelerate 'string' % (value, ...) by using formatted string literals",28307,4,2016-09-29.08:49:56,15623,2018-09-07.21:15:06,2557,"['2557', '2799', '15623', '16731']",7,['8'],['21'],['11549'],15623,['2'],5,1,None,4.0,7.0
"Improve IDLE's  ""subprocess didn't make connection"" message",25514,3,2015-10-29.20:47:20,10882,2018-09-07.21:42:46,155,"['155', '269', '7276', '10882', '12260', '18982', '20838']",6,"['4', '6']","['20', '21']",[],155,['6'],4,1,None,7.0,17.0
Derby #9: Convert 52 sites to Argument Clinic across 11 files,20178,4,2014-01-08.00:14:38,2731,2018-09-08.17:18:35,14674,"['2731', '11255', '14674', '15623']",6,"['5', '31']",['22'],[],11255,['2'],4,1,None,4.0,13.0
"smtplib send_message should add Date header if it is missing, per RFC5322",28879,4,2016-12-05.15:48:15,19025,2018-09-08.23:03:27,20240,"['9663', '15774', '19025', '20240', '25066']",5,['9'],"['20', '21']",[],None,"['2', '6']",4,1,None,5.0,32.0
Request for grapheme support in Python re lib,12733,None,2011-08-11.19:59:53,14713,2018-09-09.17:47:14,5290,"['5', '5290', '7047', '8818', '9138', '14713', '25312']",6,['11'],['18'],[],None,[],4,1,None,7.0,3.0
socket.recvfrom(): docs should warn about packet truncation when bufsize is insufficient,34617,None,2018-09-09.22:21:11,29420,2018-09-09.22:21:11,29420,"['12260', '29420']",6,['4'],"['14', '18', '19', '20', '21', '22']",[],12260,[],4,1,None,2.0,1.0
Octal byte literals with a decimal value > 255 are silently truncated,34620,None,2018-09-10.11:57:43,25661,2018-09-10.11:57:43,25661,"['301', '3951', '15467', '16632', '25661']",5,"['8', '15']","['20', '21']",[],None,[],4,1,None,5.0,1.0
Loading 2 GiLOC file which raises exception causes wrong traceback,23354,6,2015-01-31.03:40:41,20755,2018-09-10.16:45:53,4455,"['2377', '4455', '20755']",5,['8'],['18'],[],None,[],5,1,None,3.0,5.0
Document that dicts preserve insertion order,33609,4,2018-05-22.21:07:30,16198,2018-09-10.19:06:49,29425,"['83', '2377', '5248', '10371', '12260', '16198', '25861', '27838', '29425']",None,['4'],"['21', '22']",[],12260,['2'],3,1,None,9.0,10.0
2to3 doesn't detect or fix Exception indexing,30238,2,2017-05-02.19:31:56,16218,2018-09-11.10:02:13,28746,"['4455', '16218', '28746']",6,['20'],['14'],[],None,[],4,1,None,3.0,1.0
ipaddress should accept bytearray in addition to bytes,34465,4,2018-08-22.19:48:00,26140,2018-09-11.16:35:00,26140,"['252', '1309', '9293', '15623', '21530', '26140', '29274']",6,['9'],['22'],[],None,['2'],4,1,None,7.0,10.0
Python Crashes when trying to access any date related fields in MailItem,34553,None,2018-08-31.07:47:43,29357,2018-09-11.16:40:52,29044,"['301', '925', '3951', '15467', '16632', '28746', '29044', '29357']",1,['15'],['21'],[],None,[],4,1,12,8.0,11.0
Python3 regression for urllib(2).urlopen(...).fp for chunked http responses,34629,None,2018-09-11.16:36:09,29433,2018-09-11.17:52:22,28746,"['28746', '29433']",5,['9'],"['18', '19', '20', '21', '22']",[],None,[],4,1,None,2.0,1.0
"Why isn't ""in"" called a comparison operation?",28617,4,2016-11-04.20:36:00,17005,2018-09-11.18:38:28,15623,"['12', '114', '155', '1309', '9663', '12260', '15623', '17005', '27838']",6,['4'],"['14', '19', '20', '21']",[],12260,['2'],4,1,None,9.0,16.0
PyType_FromSpecWithBases tp_new bugfix,15727,None,2012-08-19.15:57:45,15796,2018-09-11.20:55:58,9942,"['8', '415', '1309', '1427', '2040', '9942', '15623', '15796', '26155']",1,['8'],"['19', '20', '21']",[],None,"['2', '13']",4,1,None,9.0,6.0
New asyncio streams API,34634,4,2018-09-11.21:18:02,10303,2018-09-11.21:18:54,10303,['10303'],None,[],[],[],None,['2'],4,1,None,1.0,1.0
module can set an exception in tp_clear,33714,None,2018-05-31.12:21:45,15623,2018-09-11.22:06:33,9942,"['2377', '9942', '15623']",1,['8'],"['14', '20', '21', '22']",[],None,[],4,1,None,3.0,2.0
ProactorEventLoop doesn't support stdin/stdout nor files with connect_read_pipe/connect_write_pipe,26832,None,2016-04-23.03:45:50,23815,2018-09-11.23:03:47,5,"['155', '301', '348', '3951', '15467', '16198', '16632', '23815']",5,"['15', '30']",['19'],[],None,[],4,1,None,8.0,6.0
Misc fixes and cleanups in error handling C code,28994,4,2016-12-16.23:38:16,15623,2018-09-12.11:28:24,15623,"['155', '301', '2731', '3951', '5248', '15467', '15623', '16632', '26650']",5,['8'],"['19', '20', '21']",[],None,['2'],4,1,None,9.0,14.0
Reconsider comparison chaining for containment tests,32055,4,2017-11-17.07:43:17,1309,2018-09-12.12:10:47,1118,"['5', '1118', '1309', '2557', '15623']",5,[],['21'],[],None,['2'],5,1,None,5.0,12.0
Possible bug in smtplib when initial_response_ok=False,27820,None,2016-08-21.00:29:10,24455,2018-09-13.05:54:03,21111,"['19', '9663', '21111', '24455', '24467']",5,"['9', '29']",['19'],[],None,[],4,1,None,5.0,4.0
os.stat() wrongfully returns False for symlink on Windows 10 v1803,34583,None,2018-09-04.22:09:14,29386,2018-09-13.15:10:17,5248,"['301', '3951', '15467', '16632', '29386']",None,['15'],['21'],[],None,[],4,1,None,5.0,1.0
_markupbase.py fails with UnboundLocalError on invalid keyword in marked section,34480,2,2018-08-23.17:30:37,29298,2018-09-13.16:39:29,7047,"['7047', '14674', '29298']",5,['9'],['21'],[],7047,[],4,1,None,3.0,2.0
tempfile module: functions with the 'buffering' option are incorrectly documented,33239,4,2018-04-07.19:22:42,21399,2018-09-13.18:08:51,16731,"['12260', '16731', '21399', '28246']",None,['4'],"['18', '19', '20', '21', '22']",[],12260,['2'],4,1,None,4.0,4.0
Py_FinalizeEx() - Bugs & caveats - Add info that NumPy and Pandas don't support reinitialization,34665,None,2018-09-13.18:25:52,29453,2018-09-13.18:25:52,29453,"['12260', '29453']",6,['4'],"['21', '22']",[],12260,[],4,1,None,2.0,1.0
Review documentation section by section,34667,None,2018-09-13.20:31:15,18982,2018-09-13.20:31:15,18982,['18982'],6,[],[],[],18982,[],4,1,None,1.0,1.0
tarfile.TarFile may write corrupt files if not closed,34662,None,2018-09-13.17:20:55,22191,2018-09-13.21:47:05,5248,"['1578', '22191']",5,['9'],['21'],[],None,[],4,1,None,2.0,2.0
test_ssl fails if SSLv2 is enabled,34669,None,2018-09-13.23:11:27,4455,2018-09-14.00:00:55,3108,"['3108', '4455']",5,['33'],['22'],[],3108,[],4,1,None,2.0,2.0
Clarify built-in types comparisons,34552,4,2018-08-31.05:37:52,28180,2018-09-14.04:50:24,27838,"['5', '9811', '12260', '15467', '27838', '28180']",6,['4'],"['14', '18', '19', '20', '21', '22']",[],12260,['2'],4,1,None,6.0,2.0
HTMLParser raises exception on some inputs,32876,4,2018-02-19.19:52:16,19151,2018-09-14.07:28:22,7047,"['7047', '9511', '14674', '19151']",5,['9'],"['14', '20', '21', '22']",[],7047,['2'],4,1,None,4.0,6.0
"'pydoc -w import' report ""no Python documentation found for 'import'""",31305,None,2017-08-30.02:19:09,26876,2018-09-14.08:14:30,28746,"['12260', '26876', '28746']",5,['4'],"['14', '19']",[],12260,[],4,1,None,3.0,1.0
Re locale test fails after installing Python 3.6.3 on ubuntu 16.04,32080,None,2017-11-20.06:05:49,27415,2018-09-14.09:30:53,28746,"['15623', '27415', '28746']",5,"['7', '9']",['20'],[],None,[],4,1,None,3.0,2.0
segfault on missing library symbol,31290,None,2017-08-28.07:28:43,26862,2018-09-14.09:49:38,28746,"['26862', '28746']",None,[],"['14', '19']",[],None,[],4,1,None,2.0,1.0
asyncio event_loop close fails off main thread if signal handler registered,34680,None,2018-09-14.15:33:28,25725,2018-09-14.15:37:34,29168,"['10303', '16198', '25725', '29168']",5,['30'],"['20', '21']",[],None,[],4,1,None,4.0,1.0
Encoding issue in the name of the local DST timezone,33259,None,2018-04-10.21:34:20,27679,2018-09-14.17:23:32,24890,"['24890', '27679', '28746']",5,['9'],['20'],[],None,[],4,1,None,3.0,2.0
How to build Release Version of Python in Windows?,34643,None,2018-09-12.03:42:45,28645,2018-09-14.20:28:24,16632,"['301', '3951', '15467', '16632', '28645']",6,['15'],['22'],[],None,[],4,1,None,5.0,6.0
"Better expose closure, generator & coroutine status of functions",24056,4,2015-04-25.06:13:53,1309,2018-09-14.22:31:28,9942,"['114', '155', '1118', '1309', '7047', '9138', '9663', '14674', '15623', '16198']",6,['8'],['20'],[],None,['2'],4,1,None,10.0,14.0
[unittest] raise error if @skip is used with an argument that looks like a test method,34596,4,2018-09-06.13:05:21,29394,2018-09-15.01:42:24,29394,"['3924', '7047', '9511', '9716', '14674', '15467', '15623', '29394']",6,"['9', '12']",['22'],[],None,['2'],4,1,None,8.0,14.0
